"","wgcna_module_name","gene","annotation"
"562","darkgreen","GPRC5D-AS1","Neutrophil Activation"
"563","darkgreen","TNFRSF8","Neutrophil Activation"
"564","darkgreen","CXorf21","Neutrophil Activation"
"565","darkgreen","CHI3L1","Neutrophil Activation"
"566","darkgreen","PIGBOS1","Neutrophil Activation"
"567","darkgreen","LINC01433","Neutrophil Activation"
"568","darkgreen","IST1","Neutrophil Activation"
"569","darkgreen","ISY1-RAB43","Neutrophil Activation"
"570","darkgreen","NECTIN4","Neutrophil Activation"
"571","darkgreen","ITPRIPL1","Neutrophil Activation"
"572","darkgreen","GPR84","Neutrophil Activation"
"573","darkgreen","LOC100129203","Neutrophil Activation"
"574","darkgreen","CD53","Neutrophil Activation"
"575","darkgreen","TTF2","Neutrophil Activation"
"576","darkgreen","ADPRH","Neutrophil Activation"
"577","darkgreen","ACSL5","Neutrophil Activation"
"578","darkgreen","DSN1","Neutrophil Activation"
"579","darkgreen","FAM129A","Neutrophil Activation"
"580","darkgreen","PDCD4-AS1","Neutrophil Activation"
"581","darkgreen","TMEM35B","Neutrophil Activation"
"582","darkgreen","FAM198A","Neutrophil Activation"
"583","darkgreen","ETV3","Neutrophil Activation"
"584","darkgreen","PTTG1IP","Neutrophil Activation"
"585","darkgreen","MAP3K5","Neutrophil Activation"
"586","darkgreen","CCR1","Neutrophil Activation"
"587","darkgreen","HNMT","Neutrophil Activation"
"588","darkgreen","CCR3","Neutrophil Activation"
"589","darkgreen","APOC2","Neutrophil Activation"
"590","darkgreen","RBM47","Neutrophil Activation"
"591","darkgreen","LINC00996","Neutrophil Activation"
"592","darkgreen","PRCP","Neutrophil Activation"
"593","darkgreen","BIN2","Neutrophil Activation"
"594","darkgreen","HDAC3","Neutrophil Activation"
"595","darkgreen","PLEK","Neutrophil Activation"
"596","darkgreen","NIPA2","Neutrophil Activation"
"597","darkgreen","ST3GAL1","Neutrophil Activation"
"598","darkgreen","SLC7A6","Neutrophil Activation"
"599","darkgreen","SNHG5","Neutrophil Activation"
"600","darkgreen","IKZF1","Neutrophil Activation"
"601","darkgreen","INAFM2","Neutrophil Activation"
"602","darkgreen","GBA","Neutrophil Activation"
"603","darkgreen","C11orf21","Neutrophil Activation"
"604","darkgreen","ERLIN1","Neutrophil Activation"
"605","darkgreen","LOC100652758","Neutrophil Activation"
"606","darkgreen","CCL20","Neutrophil Activation"
"607","darkgreen","DDX28","Neutrophil Activation"
"608","darkgreen","B3GNT2","Neutrophil Activation"
"609","darkgreen","UBE2F","Neutrophil Activation"
"610","darkgreen","FLVCR2","Neutrophil Activation"
"611","darkgreen","INSC","Neutrophil Activation"
"612","darkgreen","SIGLEC12","Neutrophil Activation"
"613","darkgreen","CSTF3-DT","Neutrophil Activation"
"614","darkgreen","LOC108783645","Neutrophil Activation"
"615","darkgreen","RNASE2","Neutrophil Activation"
"616","darkgreen","STARD8","Neutrophil Activation"
"617","darkgreen","TINF2","Neutrophil Activation"
"618","darkgreen","TGFBR1","Neutrophil Activation"
"619","darkgreen","NCF4-AS1","Neutrophil Activation"
"620","darkgreen","DYRK4","Neutrophil Activation"
"621","darkgreen","NFE2L2","Neutrophil Activation"
"622","darkgreen","HIST2H2AC","Neutrophil Activation"
"623","darkgreen","TMEM173","Neutrophil Activation"
"624","darkgreen","GIMAP6","Neutrophil Activation"
"625","darkgreen","AAED1","Neutrophil Activation"
"626","darkgreen","ADGRG5","Neutrophil Activation"
"627","darkgreen","PIGP","Neutrophil Activation"
"628","darkgreen","DPAGT1","Neutrophil Activation"
"629","darkgreen","MRVI1-AS1","Neutrophil Activation"
"630","darkgreen","UNC45B","Neutrophil Activation"
"631","purple","C1orf112","Vesicle Mediated Transport"
"632","purple","GNL2","Vesicle Mediated Transport"
"633","purple","SACM1L","Vesicle Mediated Transport"
"634","purple","C5orf34","Vesicle Mediated Transport"
"635","purple","HIPK3","Vesicle Mediated Transport"
"636","purple","SEPSECS-AS1","Vesicle Mediated Transport"
"637","purple","ENOX2","Vesicle Mediated Transport"
"638","purple","NUP107","Vesicle Mediated Transport"
"639","purple","GOLPH3L","Vesicle Mediated Transport"
"640","purple","LOC101927157","Vesicle Mediated Transport"
"641","purple","ATP8B4","Vesicle Mediated Transport"
"642","purple","LINC01898","Vesicle Mediated Transport"
"643","purple","SLC44A1","Vesicle Mediated Transport"
"644","purple","SULT1C2P1","Vesicle Mediated Transport"
"645","purple","ABHD3","Vesicle Mediated Transport"
"646","purple","ERAP1","Vesicle Mediated Transport"
"647","purple","DEFA4","Vesicle Mediated Transport"
"648","purple","LOC101927420","Vesicle Mediated Transport"
"649","purple","PARP4","Vesicle Mediated Transport"
"650","purple","NSMCE4A","Vesicle Mediated Transport"
"651","purple","TBC1D3P5","Vesicle Mediated Transport"
"652","purple","LOC102723729","Vesicle Mediated Transport"
"653","purple","LINC02505","Vesicle Mediated Transport"
"654","purple","GUCY2EP","Vesicle Mediated Transport"
"655","purple","UBE2E2","Vesicle Mediated Transport"
"656","purple","F8A1","Vesicle Mediated Transport"
"657","purple","ZNF486","Vesicle Mediated Transport"
"658","purple","PDS5A","Vesicle Mediated Transport"
"659","purple","TLE4","Vesicle Mediated Transport"
"660","purple","CPOX","Vesicle Mediated Transport"
"661","purple","UNC50","Vesicle Mediated Transport"
"662","purple","TMED7-TICAM2","Vesicle Mediated Transport"
"663","purple","RASSF2","Vesicle Mediated Transport"
"664","purple","SPPL2A","Vesicle Mediated Transport"
"665","purple","FLI1","Vesicle Mediated Transport"
"666","purple","DAOA","Vesicle Mediated Transport"
"667","purple","LARP4","Vesicle Mediated Transport"
"668","purple","LPIN2","Vesicle Mediated Transport"
"669","purple","ATG4C","Vesicle Mediated Transport"
"670","purple","MMRN1","Vesicle Mediated Transport"
"671","purple","TMEM218","Vesicle Mediated Transport"
"672","purple","BTK","Vesicle Mediated Transport"
"673","purple","PRKX","Vesicle Mediated Transport"
"674","purple","KCTD19","Vesicle Mediated Transport"
"675","purple","DHRS4-AS1","Vesicle Mediated Transport"
"676","purple","WAPL","Vesicle Mediated Transport"
"677","purple","CANX","Vesicle Mediated Transport"
"678","purple","EFR3A","Vesicle Mediated Transport"
"679","purple","PRDM7","Vesicle Mediated Transport"
"680","purple","MARCKS","Vesicle Mediated Transport"
"681","purple","TRAPPC8","Vesicle Mediated Transport"
"682","purple","LINC02513","Vesicle Mediated Transport"
"683","purple","QKI","Vesicle Mediated Transport"
"684","purple","ATF4","Vesicle Mediated Transport"
"685","purple","SLK","Vesicle Mediated Transport"
"686","purple","OSBPL11","Vesicle Mediated Transport"
"687","purple","TSACC","Vesicle Mediated Transport"
"688","purple","SPRTN","Vesicle Mediated Transport"
"689","purple","TMEM170A","Vesicle Mediated Transport"
"690","purple","SLC8A1","Vesicle Mediated Transport"
"691","purple","USP38","Vesicle Mediated Transport"
"692","purple","C9orf41-AS1","Vesicle Mediated Transport"
"693","purple","EPB41","Vesicle Mediated Transport"
"694","purple","CLINT1","Vesicle Mediated Transport"
"695","purple","DNAJC3","Vesicle Mediated Transport"
"696","purple","RNF217","Vesicle Mediated Transport"
"697","purple","LOC101929231","Vesicle Mediated Transport"
"698","purple","SLF2","Vesicle Mediated Transport"
"699","purple","ATP11B","Vesicle Mediated Transport"
"700","purple","UEVLD","Vesicle Mediated Transport"
"701","purple","NCKAP5","Vesicle Mediated Transport"
"702","purple","SPTLC3","Vesicle Mediated Transport"
"703","purple","TPP2","Vesicle Mediated Transport"
"704","purple","TMEM87B","Vesicle Mediated Transport"
"705","purple","SLC6A10P","Vesicle Mediated Transport"
"706","purple","OR5D16","Vesicle Mediated Transport"
"707","purple","XPNPEP3","Vesicle Mediated Transport"
"708","purple","ZEB2","Vesicle Mediated Transport"
"709","purple","OVOS","Vesicle Mediated Transport"
"710","purple","HFE","Vesicle Mediated Transport"
"711","purple","LINC01500","Vesicle Mediated Transport"
"712","purple","UTP14A","Vesicle Mediated Transport"
"713","purple","WASHC3","Vesicle Mediated Transport"
"714","purple","MAP7D3","Vesicle Mediated Transport"
"715","purple","EEA1","Vesicle Mediated Transport"
"716","purple","B3GNT5","Vesicle Mediated Transport"
"717","purple","UBE2W","Vesicle Mediated Transport"
"718","purple","SPTY2D1","Vesicle Mediated Transport"
"719","purple","FUBP3","Vesicle Mediated Transport"
"720","purple","CDC14A","Vesicle Mediated Transport"
"721","purple","RFWD3","Vesicle Mediated Transport"
"722","purple","TICAM2","Vesicle Mediated Transport"
"723","purple","STK26","Vesicle Mediated Transport"
"724","purple","LINCMD1","Vesicle Mediated Transport"
"725","purple","LOC100130452","Vesicle Mediated Transport"
"726","purple","PHACTR2","Vesicle Mediated Transport"
"727","purple","KDELR2","Vesicle Mediated Transport"
"728","purple","LOC101927045","Vesicle Mediated Transport"
"729","purple","INTS9","Vesicle Mediated Transport"
"730","purple","FAM72C","Vesicle Mediated Transport"
"731","purple","ZHX1-C8orf76","Vesicle Mediated Transport"
"732","purple","KIAA1551","Vesicle Mediated Transport"
"733","purple","DCP2","Vesicle Mediated Transport"
"734","purple","SUMO1P1","Vesicle Mediated Transport"
"735","purple","TRMT13","Vesicle Mediated Transport"
"736","purple","A2M","Vesicle Mediated Transport"
"737","purple","NOL8","Vesicle Mediated Transport"
"738","purple","CSNK1A1L","Vesicle Mediated Transport"
"739","purple","ATR","Vesicle Mediated Transport"
"740","purple","TXNIP","Vesicle Mediated Transport"
"741","purple","RIPK2","Vesicle Mediated Transport"
"742","purple","CD274","Vesicle Mediated Transport"
"743","purple","ZNF468","Vesicle Mediated Transport"
"744","purple","EFCAB14-AS1","Vesicle Mediated Transport"
"745","purple","USF3","Vesicle Mediated Transport"
"746","purple","RBMS1","Vesicle Mediated Transport"
"747","purple","DEFA3","Vesicle Mediated Transport"
"748","purple","UTRN","Vesicle Mediated Transport"
"749","purple","CP","Vesicle Mediated Transport"
"750","purple","PLIN2","Vesicle Mediated Transport"
"751","purple","RAB33B","Vesicle Mediated Transport"
"752","purple","P4HA1","Vesicle Mediated Transport"
"753","purple","TM9SF2","Vesicle Mediated Transport"
"754","purple","TRPC5OS","Vesicle Mediated Transport"
"755","purple","NIP7","Vesicle Mediated Transport"
"756","purple","MARCH1","Vesicle Mediated Transport"
"757","purple","AP4E1","Vesicle Mediated Transport"
"758","purple","ATP13A3","Vesicle Mediated Transport"
"759","purple","LIMD1-AS1","Vesicle Mediated Transport"
"760","purple","DNAJC14","Vesicle Mediated Transport"
"761","purple","ALG5","Vesicle Mediated Transport"
"762","purple","SNRNP48","Vesicle Mediated Transport"
"763","purple","NLRC4","Vesicle Mediated Transport"
"764","purple","TRIP4","Vesicle Mediated Transport"
"765","purple","RASSF8","Vesicle Mediated Transport"
"766","purple","YARS2","Vesicle Mediated Transport"
"767","purple","GINM1","Vesicle Mediated Transport"
"768","purple","LOC102725191","Vesicle Mediated Transport"
"769","purple","CPNE3","Vesicle Mediated Transport"
"770","purple","TLR6","Vesicle Mediated Transport"
"771","purple","ZW10","Vesicle Mediated Transport"
"772","purple","C5orf15","Vesicle Mediated Transport"
"773","purple","SELENOF","Vesicle Mediated Transport"
"774","purple","RGSL1","Vesicle Mediated Transport"
"775","purple","LEPR","Vesicle Mediated Transport"
"776","purple","MARS2","Vesicle Mediated Transport"
"777","purple","HIST1H4K","Vesicle Mediated Transport"
"778","purple","FNDC3B","Vesicle Mediated Transport"
"779","purple","GLS","Vesicle Mediated Transport"
"780","purple","GPR65","Vesicle Mediated Transport"
"781","purple","RNFT1","Vesicle Mediated Transport"
"782","purple","UGGT1","Vesicle Mediated Transport"
"783","purple","SSR3","Vesicle Mediated Transport"
"784","purple","USP8","Vesicle Mediated Transport"
"785","purple","CD2AP","Vesicle Mediated Transport"
"786","purple","NEMP2","Vesicle Mediated Transport"
"787","purple","OTULIN","Vesicle Mediated Transport"
"788","purple","LRRC8C","Vesicle Mediated Transport"
"789","purple","RPF1","Vesicle Mediated Transport"
"790","purple","KLF11","Vesicle Mediated Transport"
"791","purple","MITD1","Vesicle Mediated Transport"
"792","purple","GLCE","Vesicle Mediated Transport"
"793","purple","ATP6V1B2","Vesicle Mediated Transport"
"794","purple","ZMPSTE24","Vesicle Mediated Transport"
"795","purple","INTS6L","Vesicle Mediated Transport"
"796","purple","MFSD1","Vesicle Mediated Transport"
"797","purple","WDR26","Vesicle Mediated Transport"
"798","purple","CEP63","Vesicle Mediated Transport"
"799","purple","IFT74","Vesicle Mediated Transport"
"800","purple","LINC00671","Vesicle Mediated Transport"
"801","purple","IPO8","Vesicle Mediated Transport"
"802","purple","UHMK1","Vesicle Mediated Transport"
"803","purple","CD84","Vesicle Mediated Transport"
"804","purple","STAG3L4","Vesicle Mediated Transport"
"805","purple","CEP85","Vesicle Mediated Transport"
"806","purple","DTWD2","Vesicle Mediated Transport"
"807","purple","CD164","Vesicle Mediated Transport"
"808","purple","UFL1","Vesicle Mediated Transport"
"809","purple","NIFK","Vesicle Mediated Transport"
"810","purple","ARHGAP19","Vesicle Mediated Transport"
"811","purple","LOC102723385","Vesicle Mediated Transport"
"812","purple","TMED2","Vesicle Mediated Transport"
"813","purple","ARL5A","Vesicle Mediated Transport"
"814","purple","TFB2M","Vesicle Mediated Transport"
"815","purple","TOR1A","Vesicle Mediated Transport"
"816","purple","GK","Vesicle Mediated Transport"
"817","purple","CYB561D1","Vesicle Mediated Transport"
"818","purple","MALT1","Vesicle Mediated Transport"
"819","purple","LINC01184","Vesicle Mediated Transport"
"820","purple","JAK2","Vesicle Mediated Transport"
"821","purple","ZDHHC2","Vesicle Mediated Transport"
"822","purple","MILR1","Vesicle Mediated Transport"
"823","purple","TMX1","Vesicle Mediated Transport"
"824","purple","NHLRC3","Vesicle Mediated Transport"
"825","purple","TLR1","Vesicle Mediated Transport"
"826","purple","GLE1","Vesicle Mediated Transport"
"827","purple","DENND4A","Vesicle Mediated Transport"
"828","purple","TRIM51HP","Vesicle Mediated Transport"
"829","purple","ITCH","Vesicle Mediated Transport"
"830","purple","PPT1","Vesicle Mediated Transport"
"831","purple","TFEC","Vesicle Mediated Transport"
"832","purple","DENND5A","Vesicle Mediated Transport"
"833","purple","ZBTB2","Vesicle Mediated Transport"
"834","purple","PCYT1A","Vesicle Mediated Transport"
"835","purple","CYSLTR1","Vesicle Mediated Transport"
"836","purple","BUD13","Vesicle Mediated Transport"
"837","purple","HPS3","Vesicle Mediated Transport"
"838","purple","CNOT11","Vesicle Mediated Transport"
"839","purple","MEMO1","Vesicle Mediated Transport"
"840","purple","PI4K2B","Vesicle Mediated Transport"
"841","purple","ASCC3","Vesicle Mediated Transport"
"842","purple","MIOS","Vesicle Mediated Transport"
"843","purple","SCO1","Vesicle Mediated Transport"
"844","purple","OSTM1","Vesicle Mediated Transport"
"845","purple","DUSP11","Vesicle Mediated Transport"
"846","purple","CSTF1","Vesicle Mediated Transport"
"847","purple","PIGN","Vesicle Mediated Transport"
"848","purple","ZNF217","Vesicle Mediated Transport"
"849","purple","PIK3R4","Vesicle Mediated Transport"
"850","purple","RNF4","Vesicle Mediated Transport"
"851","purple","NRIP1","Vesicle Mediated Transport"
"852","purple","IGSF6","Vesicle Mediated Transport"
"853","purple","ZNF85","Vesicle Mediated Transport"
"854","purple","STK4","Vesicle Mediated Transport"
"855","purple","TBC1D3P1-DHX40P1","Vesicle Mediated Transport"
"856","purple","MLLT10","Vesicle Mediated Transport"
"857","purple","ST8SIA4","Vesicle Mediated Transport"
"858","purple","MOB1A","Vesicle Mediated Transport"
"859","purple","ZNF529-AS1","Vesicle Mediated Transport"
"860","purple","ZNF90","Vesicle Mediated Transport"
"861","purple","P2RX1","Vesicle Mediated Transport"
"862","purple","SNAPC1","Vesicle Mediated Transport"
"863","purple","REST","Vesicle Mediated Transport"
"864","purple","RAB28","Vesicle Mediated Transport"
"865","purple","JKAMP","Vesicle Mediated Transport"
"866","purple","MROH2B","Vesicle Mediated Transport"
"867","purple","LIPA","Vesicle Mediated Transport"
"868","purple","ACBD3-AS1","Vesicle Mediated Transport"
"869","purple","LMAN1","Vesicle Mediated Transport"
"870","purple","FCHSD2","Vesicle Mediated Transport"
"871","purple","AMD1","Vesicle Mediated Transport"
"872","purple","CMTM6","Vesicle Mediated Transport"
"873","purple","SSFA2","Vesicle Mediated Transport"
"874","purple","TRIM34","Vesicle Mediated Transport"
"875","purple","C4orf33","Vesicle Mediated Transport"
"876","purple","CCDC18","Vesicle Mediated Transport"
"877","purple","TBC1D5","Vesicle Mediated Transport"
"878","purple","TYW3","Vesicle Mediated Transport"
"879","purple","SLFN12","Vesicle Mediated Transport"
"880","purple","EVI2A","Vesicle Mediated Transport"
"881","purple","KLF17","Vesicle Mediated Transport"
"882","purple","CYB5R4","Vesicle Mediated Transport"
"883","purple","TMBIM4","Vesicle Mediated Transport"
"884","purple","UBE2J1","Vesicle Mediated Transport"
"885","purple","FYB1","Vesicle Mediated Transport"
"886","purple","TTC8","Vesicle Mediated Transport"
"887","purple","TRIP12","Vesicle Mediated Transport"
"888","purple","RNF138","Vesicle Mediated Transport"
"889","purple","PROS1","Vesicle Mediated Transport"
"890","purple","KDM7A","Vesicle Mediated Transport"
"891","purple","EVI5","Vesicle Mediated Transport"
"892","purple","TMEM117","Vesicle Mediated Transport"
"893","purple","LAMP2","Vesicle Mediated Transport"
"894","purple","TARS","Vesicle Mediated Transport"
"895","purple","BVES-AS1","Vesicle Mediated Transport"
"896","purple","IFI16","Vesicle Mediated Transport"
"897","purple","GOLIM4","Vesicle Mediated Transport"
"898","purple","ACAP2","Vesicle Mediated Transport"
"899","purple","COG8","Vesicle Mediated Transport"
"900","purple","GTSF1","Vesicle Mediated Transport"
"901","purple","CHD1","Vesicle Mediated Transport"
"902","purple","STAG2","Vesicle Mediated Transport"
"903","purple","USP39","Vesicle Mediated Transport"
"904","purple","TGDS","Vesicle Mediated Transport"
"905","purple","TMEM192","Vesicle Mediated Transport"
"906","purple","NAT1","Vesicle Mediated Transport"
"907","purple","RNASEH2B","Vesicle Mediated Transport"
"908","purple","PPTC7","Vesicle Mediated Transport"
"909","purple","AQR","Vesicle Mediated Transport"
"910","purple","ALDH9A1","Vesicle Mediated Transport"
"911","purple","GPD1L","Vesicle Mediated Transport"
"912","purple","ZDHHC6","Vesicle Mediated Transport"
"913","purple","EIF2B1","Vesicle Mediated Transport"
"914","purple","TRPM7","Vesicle Mediated Transport"
"915","purple","MAGT1","Vesicle Mediated Transport"
"916","purple","ARF6","Vesicle Mediated Transport"
"917","purple","MYEOV","Vesicle Mediated Transport"
"918","purple","RPL21","Vesicle Mediated Transport"
"919","purple","CNTD1","Vesicle Mediated Transport"
"920","purple","ALG8","Vesicle Mediated Transport"
"921","purple","TMEM123","Vesicle Mediated Transport"
"922","purple","RIT1","Vesicle Mediated Transport"
"923","purple","ARFIP1","Vesicle Mediated Transport"
"924","purple","SLC30A6","Vesicle Mediated Transport"
"925","purple","CDC14C","Vesicle Mediated Transport"
"926","purple","TMC7","Vesicle Mediated Transport"
"927","purple","GCNT2","Vesicle Mediated Transport"
